-0.069 -0.072 1
-0.622 0.099 -1
-0.327 0.212 1
-0.631 -0.193 -1
0.026 -0.015 1
-0.609 0.032 -1
0.066 -0.231 1
-0.700 0.012 -1
0.155 -0.069 1
0.071 -0.676 -1
0.299 -0.139 1
0.524 0.367 -1
-0.053 -0.028 1
-0.603 0.243 -1
-0.100 -0.046 1
0.022 0.640 -1
0.257 0.083 1
-0.168 0.628 -1
-0.155 0.069 1
0.319 0.531 -1
0.028 -0.319 1
-0.663 0.153 -1
-0.118 0.092 1
-0.125 -0.587 -1
-0.113 0.065 1
-0.630 -0.255 -1
-0.000 -0.090 1
-0.160 0.599 -1
-0.330 -0.017 1
-0.093 -0.663 -1
0.008 -0.006 1
0.520 0.300 -1
0.199 0.134 1
0.418 0.498 -1
-0.315 -0.153 1
-0.072 -0.686 -1
-0.308 -0.038 1
0.582 -0.145 -1
0.237 0.148 1
-0.296 0.634 -1
-0.249 -0.076 1
-0.608 -0.053 -1
0.089 -0.014 1
-0.697 0.061 -1
0.039 -0.031 1
0.318 0.624 -1
-0.228 -0.253 1
-0.431 0.431 -1
0.119 -0.017 1
-0.000 0.680 -1
0.072 0.250 1
-0.529 0.444 -1
0.064 -0.158 1
0.468 -0.452 -1
-0.013 -0.370 1
0.526 -0.382 -1
-0.255 0.255 1
-0.550 -0.400 -1
0.306 0.149 1
0.608 0.258 -1
0.036 -0.018 1
-0.636 -0.135 -1
0.078 0.045 1
-0.262 -0.562 -1
-0.008 0.039 1
-0.666 -0.216 -1
0.072 0.069 1
-0.318 -0.624 -1
0.008 -0.150 1
0.047 -0.678 -1
-0.006 0.008 1
0.489 0.472 -1
0.123 0.182 1
0.205 -0.564 -1
0.260 0.219 1
0.360 0.577 -1
-0.125 -0.064 1
-0.529 -0.444 -1
0.101 -0.097 1
0.252 0.566 -1
0.012 -0.027 1
-0.424 -0.439 -1
-0.075 -0.106 1
0.277 -0.544 -1
0.141 0.127 1
-0.622 0.099 -1
-0.093 0.285 1
0.482 -0.390 -1
0.252 0.311 1
0.673 -0.193 -1
0.221 0.155 1
0.074 -0.605 -1
0.018 0.129 1
-0.573 -0.209 -1
0.093 -0.348 1
0.597 -0.127 -1
-0.068 -0.087 1
0.226 -0.588 -1
-0.080 -0.320 1
-0.012 -0.700 -1
0.102 0.064 1
-0.557 -0.335 -1
0.003 0.020 1
-0.281 -0.630 -1
0.196 -0.302 1
-0.524 0.367 -1
-0.145 -0.285 1
-0.700 -0.024 -1
-0.208 0.216 1
0.185 0.644 -1
-0.158 0.138 1
0.556 -0.225 -1
0.217 0.038 1
-0.310 0.537 -1
0.002 0.010 1
0.267 0.548 -1
0.037 0.016 1
0.122 0.628 -1
-0.039 -0.277 1
0.614 0.086 -1
-0.019 -0.369 1
-0.599 0.160 -1
-0.320 -0.000 1
0.058 -0.667 -1
0.013 0.058 1
-0.657 0.176 -1
-0.368 0.039 1
-0.607 -0.233 -1
-0.010 -0.001 1
-0.685 -0.146 -1
0.205 -0.272 1
-0.073 0.596 -1
-0.180 0.000 1
0.624 0.215 -1
-0.040 -0.030 1
0.426 0.491 -1
-0.266 0.087 1
-0.552 -0.431 -1
-0.201 0.131 1
-0.073 0.696 -1
-0.228 0.292 1
0.256 -0.576 -1
0.278 0.288 1
-0.620 0.109 -1
0.158 0.153 1
-0.650 0.023 -1
-0.205 0.079 1
-0.133 -0.626 -1
-0.012 -0.330 1
0.512 0.400 -1
-0.068 0.016 1
0.436 0.468 -1
-0.020 -0.067 1
0.158 0.589 -1
-0.115 -0.035 1
0.539 -0.286 -1
-0.032 -0.167 1
0.622 -0.190 -1
0.002 -0.120 1
-0.023 -0.650 -1
0.050 0.004 1
0.620 -0.011 -1
-0.170 0.106 1
0.600 0.021 -1
-0.180 -0.006 1
0.274 0.644 -1
0.241 0.319 1
0.215 0.624 -1
-0.023 0.118 1
0.369 0.547 -1
0.167 0.067 1
0.560 0.350 -1
0.033 0.207 1
-0.349 -0.537 -1
0.010 -0.110 1
0.565 0.300 -1
-0.027 -0.127 1
-0.285 0.584 -1
0.146 -0.151 1
-0.130 0.668 -1
0.136 0.245 1
0.618 -0.166 -1
-0.085 0.053 1
0.604 0.139 -1
0.019 -0.046 1
0.500 -0.350 -1
-0.335 0.059 1
0.518 -0.376 -1
-0.209 -0.018 1
-0.176 -0.657 -1
-0.095 0.102 1
0.179 -0.666 -1
0.033 -0.238 1
0.640 0.113 -1
-0.186 0.135 1
-0.606 0.350 -1
0.089 0.065 1
0.083 -0.675 -1
0.048 0.387 1
-0.218 -0.633 -1
-0.026 0.015 1
-0.366 -0.585 -1
0.200 0.346 1
-0.625 -0.240 -1
-0.018 0.350 1
0.453 -0.394 -1
-0.315 -0.153 1
-0.086 0.614 -1
0.131 0.236 1
-0.577 -0.165 -1
-0.126 0.061 1
-0.450 0.483 -1
0.331 0.114 1
0.066 0.627 -1
-0.075 -0.080 1
0.052 0.598 -1
0.198 -0.028 1
-0.620 0.011 -1
0.159 -0.103 1
-0.160 0.640 -1
0.009 0.170 1
-0.237 0.616 -1
-0.241 0.268 1
0.572 0.386 -1
0.006 -0.008 1
-0.443 0.475 -1
-0.312 0.180 1
-0.376 -0.518 -1
0.216 0.208 1
0.267 0.548 -1
0.110 0.225 1
0.160 -0.599 -1
0.264 0.230 1
0.609 -0.324 -1
0.178 -0.129 1
-0.568 0.355 -1
0.147 0.163 1
0.195 -0.567 -1
0.006 0.008 1
-0.352 0.522 -1
0.211 0.184 1
0.212 0.583 -1
0.075 -0.153 1
0.678 0.047 -1
0.047 -0.266 1
-0.195 0.599 -1
0.279 -0.243 1
0.418 -0.498 -1
0.328 0.034 1
-0.236 0.648 -1
-0.153 -0.210 1
-0.584 0.236 -1
0.062 0.079 1
-0.252 -0.566 -1
0.183 0.081 1
0.375 -0.555 -1
-0.036 -0.146 1
0.660 0.012 -1
0.067 0.019 1
-0.090 -0.644 -1
-0.215 -0.223 1
-0.205 -0.564 -1
0.082 -0.057 1
-0.475 -0.399 -1
-0.023 0.259 1
-0.618 -0.166 -1
-0.085 -0.031 1
-0.546 0.315 -1
-0.020 -0.004 1
-0.131 0.616 -1
0.066 0.088 1
-0.422 -0.521 -1
-0.269 0.019 1
0.145 0.582 -1
0.033 -0.095 1
0.120 -0.680 -1
-0.047 -0.052 1
0.482 0.465 -1
-0.039 0.155 1
0.655 -0.139 -1
-0.132 -0.212 1
0.680 -0.012 -1
-0.038 -0.217 1
-0.549 -0.384 -1
0.090 0.003 1
0.600 -0.361 -1
0.050 -0.356 1
0.453 -0.521 -1
-0.035 0.049 1
-0.481 0.481 -1
0.038 0.012 1
-0.620 -0.000 -1
-0.007 -0.007 1
-0.380 -0.564 -1
-0.136 -0.256 1
-0.391 0.580 -1
0.052 0.029 1
0.642 -0.102 -1
0.266 -0.047 1
0.582 -0.145 -1
0.108 0.019 1
-0.625 -0.292 -1
-0.198 -0.198 1
-0.023 -0.650 -1
-0.385 0.110 1
-0.079 -0.645 -1
-0.004 -0.070 1
0.630 -0.000 -1
0.133 0.043 1
0.557 -0.272 -1
-0.061 0.211 1
0.035 0.669 -1
-0.157 -0.232 1
0.281 0.552 -1
0.201 -0.287 1
-0.537 -0.310 -1
0.157 0.033 1
-0.517 -0.323 -1
0.182 -0.251 1
-0.373 0.532 -1
0.047 0.163 1
-0.513 0.415 -1
-0.230 0.264 1
-0.199 0.577 -1
0.102 0.335 1
-0.577 -0.320 -1
0.004 0.009 1
-0.614 -0.142 -1
-0.129 -0.336 1
0.580 0.391 -1
0.010 -0.003 1
0.527 -0.397 -1
-0.094 0.232 1
0.640 0.113 -1
-0.114 -0.126 1
0.409 0.505 -1
0.018 0.024 1
0.082 0.665 -1
-0.260 0.234 1
0.371 -0.594 -1
-0.184 -0.154 1
0.616 -0.131 -1
0.120 0.051 1
-0.658 0.239 -1
-0.038 0.308 1
-0.660 -0.023 -1
-0.157 -0.168 1
-0.491 -0.344 -1
