0.500 0.501 1
0.500 0.499 -1
0.500 0.501 1
0.500 0.499 -1
0.500 0.502 1
0.500 0.498 -1
0.500 0.502 1
0.500 0.498 -1
0.500 0.503 1
0.500 0.497 -1
0.500 0.503 1
0.500 0.497 -1
0.500 0.504 1
0.500 0.496 -1
0.501 0.504 1
0.499 0.496 -1
0.501 0.505 1
0.499 0.495 -1
0.501 0.505 1
0.499 0.495 -1
0.501 0.506 1
0.499 0.494 -1
0.501 0.507 1
0.499 0.493 -1
0.502 0.507 1
0.498 0.493 -1
0.502 0.508 1
0.498 0.492 -1
0.502 0.508 1
0.498 0.492 -1
0.502 0.509 1
0.498 0.491 -1
0.503 0.509 1
0.497 0.491 -1
0.503 0.510 1
0.497 0.490 -1
0.503 0.510 1
0.497 0.490 -1
0.504 0.510 1
0.496 0.490 -1
0.504 0.511 1
0.496 0.489 -1
0.505 0.511 1
0.495 0.489 -1
0.505 0.512 1
0.495 0.488 -1
0.505 0.512 1
0.495 0.488 -1
0.506 0.513 1
0.494 0.487 -1
0.506 0.513 1
0.494 0.487 -1
0.507 0.513 1
0.493 0.487 -1
0.507 0.514 1
0.493 0.486 -1
0.508 0.514 1
0.492 0.486 -1
0.508 0.514 1
0.492 0.486 -1
0.509 0.515 1
0.491 0.485 -1
0.509 0.515 1
0.491 0.485 -1
0.510 0.515 1
0.490 0.485 -1
0.511 0.516 1
0.489 0.484 -1
0.511 0.516 1
0.489 0.484 -1
0.512 0.516 1
0.488 0.484 -1
0.512 0.516 1
0.488 0.484 -1
0.513 0.517 1
0.487 0.483 -1
0.514 0.517 1
0.486 0.483 -1
0.514 0.517 1
0.486 0.483 -1
0.515 0.517 1
0.485 0.483 -1
0.516 0.517 1
0.484 0.483 -1
0.516 0.517 1
0.484 0.483 -1
0.517 0.518 1
0.483 0.482 -1
0.518 0.518 1
0.482 0.482 -1
0.518 0.518 1
0.482 0.482 -1
0.519 0.518 1
0.481 0.482 -1
0.520 0.518 1
0.480 0.482 -1
0.521 0.518 1
0.479 0.482 -1
0.521 0.518 1
0.479 0.482 -1
0.522 0.518 1
0.478 0.482 -1
0.523 0.518 1
0.477 0.482 -1
0.524 0.518 1
0.476 0.482 -1
0.524 0.518 1
0.476 0.482 -1
0.525 0.518 1
0.475 0.482 -1
0.526 0.517 1
0.474 0.483 -1
0.527 0.517 1
0.473 0.483 -1
0.527 0.517 1
0.473 0.483 -1
0.528 0.517 1
0.472 0.483 -1
0.529 0.517 1
0.471 0.483 -1
0.530 0.516 1
0.470 0.484 -1
0.530 0.516 1
0.470 0.484 -1
0.531 0.516 1
0.469 0.484 -1
0.532 0.516 1
0.468 0.484 -1
0.533 0.515 1
0.467 0.485 -1
0.533 0.515 1
0.467 0.485 -1
0.534 0.515 1
0.466 0.485 -1
0.535 0.514 1
0.465 0.486 -1
0.536 0.514 1
0.464 0.486 -1
0.537 0.513 1
0.463 0.487 -1
0.537 0.513 1
0.463 0.487 -1
0.538 0.512 1
0.462 0.488 -1
0.539 0.512 1
0.461 0.488 -1
0.540 0.511 1
0.460 0.489 -1
0.540 0.511 1
0.460 0.489 -1
0.541 0.510 1
0.459 0.490 -1
0.542 0.510 1
0.458 0.490 -1
0.542 0.509 1
0.458 0.491 -1
0.543 0.508 1
0.457 0.492 -1
0.544 0.508 1
0.456 0.492 -1
0.544 0.507 1
0.456 0.493 -1
0.545 0.506 1
0.455 0.494 -1
0.546 0.506 1
0.454 0.494 -1
0.546 0.505 1
0.454 0.495 -1
0.547 0.504 1
0.453 0.496 -1
0.548 0.503 1
0.452 0.497 -1
0.548 0.503 1
0.452 0.497 -1
0.549 0.502 1
0.451 0.498 -1
0.549 0.501 1
0.451 0.499 -1
0.550 0.500 1
0.450 0.500 -1
0.551 0.499 1
0.449 0.501 -1
0.551 0.498 1
0.449 0.502 -1
0.552 0.497 1
0.448 0.503 -1
0.552 0.496 1
0.448 0.504 -1
0.553 0.495 1
0.447 0.505 -1
0.553 0.494 1
0.447 0.506 -1
0.553 0.493 1
0.447 0.507 -1
0.554 0.492 1
0.446 0.508 -1
0.554 0.491 1
0.446 0.509 -1
0.555 0.490 1
0.445 0.510 -1
0.555 0.489 1
0.445 0.511 -1
0.555 0.488 1
0.445 0.512 -1
0.556 0.487 1
0.444 0.513 -1
0.556 0.486 1
0.444 0.514 -1
0.556 0.485 1
0.444 0.515 -1
0.557 0.484 1
0.443 0.516 -1
0.557 0.483 1
0.443 0.517 -1
0.557 0.481 1
0.443 0.519 -1
0.557 0.480 1
0.443 0.520 -1
0.557 0.479 1
0.443 0.521 -1
0.558 0.478 1
0.442 0.522 -1
0.558 0.477 1
0.442 0.523 -1
0.558 0.475 1
0.442 0.525 -1
0.558 0.474 1
0.442 0.526 -1
0.558 0.473 1
0.442 0.527 -1
0.558 0.472 1
0.442 0.528 -1
0.558 0.470 1
0.442 0.530 -1
0.558 0.469 1
0.442 0.531 -1
0.558 0.468 1
0.442 0.532 -1
0.558 0.467 1
0.442 0.533 -1
0.558 0.465 1
0.442 0.535 -1
0.557 0.464 1
0.443 0.536 -1
0.557 0.463 1
0.443 0.537 -1
0.557 0.461 1
0.443 0.539 -1
0.557 0.460 1
0.443 0.540 -1
0.557 0.459 1
0.443 0.541 -1
0.556 0.458 1
0.444 0.542 -1
0.556 0.456 1
0.444 0.544 -1
0.556 0.455 1
0.444 0.545 -1
0.555 0.454 1
0.445 0.546 -1
0.555 0.452 1
0.445 0.548 -1
0.554 0.451 1
0.446 0.549 -1
0.554 0.450 1
0.446 0.550 -1
0.554 0.448 1
0.446 0.552 -1
0.553 0.447 1
