-0.047 -0.052 1
-0.617 0.262 -1
0.028 0.096 1
0.660 0.202 -1
-0.044 -0.067 1
-0.076 -0.615 -1
0.244 0.056 1
-0.520 0.406 -1
0.138 -0.022 1
0.474 0.384 -1
0.013 -0.016 1
-0.482 0.465 -1
0.045 0.054 1
0.376 -0.518 -1
-0.303 -0.175 1
0.487 -0.367 -1
0.045 0.078 1
0.542 -0.301 -1
-0.219 -0.071 1
-0.624 -0.088 -1
-0.141 0.169 1
-0.559 0.421 -1
0.091 -0.178 1
-0.073 -0.596 -1
-0.234 0.299 1
0.390 0.557 -1
0.090 -0.156 1
-0.356 -0.508 -1
-0.360 0.000 1
0.198 -0.609 -1
-0.091 -0.338 1
-0.638 0.056 -1
0.232 0.157 1
-0.244 -0.548 -1
0.330 -0.006 1
-0.069 -0.656 -1
-0.350 0.012 1
0.554 0.359 -1
0.303 0.229 1
0.603 0.335 -1
-0.104 -0.060 1
0.371 -0.594 -1
-0.117 -0.361 1
0.067 -0.636 -1
-0.199 0.134 1
0.169 0.679 -1
0.058 -0.016 1
-0.648 -0.057 -1
-0.197 0.226 1
0.639 -0.285 -1
0.097 -0.252 1
0.592 -0.215 -1
0.053 0.096 1
-0.229 0.630 -1
0.262 -0.065 1
-0.462 0.513 -1
-0.020 0.022 1
0.065 -0.617 -1
0.066 -0.124 1
0.586 0.202 -1
-0.266 -0.257 1
-0.570 0.291 -1
0.289 -0.111 1
-0.047 0.668 -1
0.117 0.174 1
0.262 0.617 -1
-0.163 -0.047 1
-0.120 0.618 -1
-0.160 0.011 1
-0.691 0.110 -1
-0.121 0.219 1
-0.512 -0.332 -1
0.041 -0.257 1
-0.243 -0.603 -1
-0.094 -0.090 1
0.650 0.115 -1
-0.200 0.007 1
-0.358 -0.531 -1
-0.182 -0.251 1
-0.566 -0.229 -1
-0.210 0.064 1
-0.452 0.468 -1
-0.090 0.044 1
-0.268 -0.603 -1
0.228 0.028 1
-0.630 0.000 -1
-0.269 -0.019 1
0.088 0.624 -1
0.048 0.076 1
-0.325 -0.586 -1
0.338 0.036 1
0.543 -0.339 -1
0.084 -0.071 1
-0.536 0.419 -1
0.029 -0.085 1
0.360 0.577 -1
0.276 -0.141 1
-0.632 0.100 -1
-0.054 0.044 1
-0.315 -0.592 -1
0.025 -0.289 1
0.459 0.528 -1
0.069 -0.394 1
-0.635 -0.270 -1
0.075 0.196 1
-0.551 -0.415 -1
0.150 -0.283 1
-0.625 0.179 -1
0.003 -0.100 1
0.548 -0.244 -1
-0.123 0.103 1
0.609 0.043 -1
0.013 0.119 1
0.274 -0.644 -1
0.099 0.273 1
-0.593 0.240 -1
-0.037 -0.298 1
-0.011 0.620 -1
-0.188 -0.194 1
0.580 -0.391 -1
-0.149 -0.213 1
-0.415 -0.551 -1
0.268 -0.033 1
-0.143 0.675 -1
0.092 -0.254 1
-0.591 -0.104 -1
-0.227 -0.280 1
0.650 -0.162 -1
-0.096 0.029 1
-0.000 0.680 -1
-0.118 0.232 1
0.350 0.606 -1
0.041 -0.069 1
-0.626 -0.266 -1
-0.277 0.160 1
-0.318 0.624 -1
-0.121 -0.371 1
-0.605 -0.074 -1
0.116 0.138 1
-0.614 0.142 -1
-0.127 -0.029 1
0.569 0.315 -1
-0.190 0.007 1
0.151 0.653 -1
0.006 -0.320 1
